Time,Open,High,Low,Close,Volume
2019-07-12 00:59:59.999000,268.21000000,275.30000000,262.98000000,268.63000000,138594.77222000
2019-07-12 08:59:59.999000,268.67000000,274.84000000,266.21000000,272.89000000,107303.39516000
2019-07-12 16:59:59.999000,272.80000000,278.99000000,269.00000000,270.80000000,105303.54970000
2019-07-13 00:59:59.999000,270.83000000,277.35000000,269.82000000,274.62000000,54127.59727000
2019-07-13 08:59:59.999000,274.53000000,275.04000000,267.96000000,268.85000000,53286.52671000
2019-07-13 16:59:59.999000,268.83000000,271.87000000,264.95000000,270.61000000,75730.47547000
2019-07-14 00:59:59.999000,270.61000000,271.80000000,262.20000000,268.79000000,76942.26631000
2019-07-14 08:59:59.999000,268.80000000,269.74000000,264.86000000,265.81000000,42697.94538000
2019-07-14 16:59:59.999000,265.81000000,267.38000000,229.45000000,234.35000000,332304.76817000
2019-07-15 00:59:59.999000,234.34000000,240.33000000,222.81000000,225.85000000,165049.87066000
2019-07-15 08:59:59.999000,225.83000000,227.00000000,203.08000000,226.58000000,341885.80337000
2019-07-15 16:59:59.999000,226.56000000,231.99000000,220.03000000,230.06000000,192796.50366000
2019-07-16 00:59:59.999000,230.09000000,235.58000000,223.62000000,228.20000000,181308.89985000
2019-07-16 08:59:59.999000,228.20000000,234.50000000,222.65000000,225.96000000,123006.50113000
2019-07-16 16:59:59.999000,225.88000000,228.71000000,213.90000000,220.32000000,189905.43163000
2019-07-17 00:59:59.999000,220.31000000,220.38000000,192.25000000,198.88000000,402692.89922000
2019-07-17 08:59:59.999000,198.94000000,203.96000000,193.57000000,203.60000000,173457.88643000
2019-07-17 16:59:59.999000,203.56000000,215.72000000,191.84000000,212.70000000,294451.06254000
2019-07-18 00:59:59.999000,212.73000000,219.86000000,209.05000000,210.81000000,226945.15235000
2019-07-18 08:59:59.999000,210.80000000,221.82000000,206.05000000,216.23000000,165369.84867000
2019-07-18 16:59:59.999000,216.13000000,225.00000000,205.71000000,224.19000000,289486.42071000
2019-07-19 00:59:59.999000,224.18000000,229.65000000,221.00000000,225.73000000,154225.22156000
2019-07-19 08:59:59.999000,225.75000000,226.23000000,218.79000000,223.72000000,121287.54444000
2019-07-19 16:59:59.999000,223.94000000,226.07000000,212.52000000,218.90000000,191676.77394000
2019-07-20 00:59:59.999000,218.68000000,222.15000000,216.14000000,220.73000000,58657.90027000
2019-07-20 08:59:59.999000,220.84000000,228.50000000,219.78000000,225.67000000,108446.63117000
2019-07-20 16:59:59.999000,225.78000000,230.09000000,222.55000000,229.70000000,84308.93496000
2019-07-21 00:59:59.999000,229.70000000,235.09000000,224.99000000,228.20000000,132638.40612000
2019-07-21 08:59:59.999000,228.25000000,229.66000000,222.25000000,225.56000000,72834.77862000
2019-07-21 16:59:59.999000,225.54000000,228.95000000,219.67000000,222.22000000,120007.80154000
2019-07-22 00:59:59.999000,222.15000000,226.62000000,216.99000000,225.38000000,77203.57174000
2019-07-22 08:59:59.999000,225.49000000,228.34000000,222.84000000,225.05000000,56315.85580000
2019-07-22 16:59:59.999000,225.05000000,225.39000000,214.30000000,214.96000000,122619.85217000
2019-07-23 00:59:59.999000,214.85000000,219.12000000,212.25000000,217.51000000,92374.69649000
2019-07-23 08:59:59.999000,217.59000000,217.84000000,210.88000000,212.51000000,102879.16032000
2019-07-23 16:59:59.999000,212.50000000,213.73000000,208.36000000,209.60000000,108032.25603000
2019-07-24 00:59:59.999000,209.65000000,219.55000000,208.59000000,212.48000000,106965.06607000
2019-07-24 08:59:59.999000,212.55000000,212.65000000,202.00000000,206.17000000,125671.96461000
2019-07-24 16:59:59.999000,206.18000000,216.73000000,205.29000000,216.13000000,104265.39680000
2019-07-25 00:59:59.999000,216.14000000,218.28000000,208.17000000,216.31000000,101225.28699000
2019-07-25 08:59:59.999000,216.31000000,225.12000000,215.23000000,220.70000000,116586.39606000
2019-07-25 16:59:59.999000,220.71000000,224.55000000,216.93000000,221.09000000,92164.57793000
2019-07-26 00:59:59.999000,221.02000000,223.50000000,215.59000000,219.14000000,71619.32228000
2019-07-26 08:59:59.999000,219.14000000,219.16000000,212.71000000,216.30000000,69437.19913000
2019-07-26 16:59:59.999000,216.33000000,218.43000000,214.18000000,216.22000000,60630.81746000
2019-07-27 00:59:59.999000,216.22000000,220.00000000,215.35000000,218.81000000,67713.96994000
2019-07-27 08:59:59.999000,218.81000000,223.30000000,218.50000000,220.28000000,82976.32744000
2019-07-27 16:59:59.999000,220.24000000,221.28000000,203.00000000,206.67000000,162026.39204000
2019-07-28 00:59:59.999000,206.70000000,209.27000000,205.71000000,207.30000000,56206.69165000
2019-07-28 08:59:59.999000,207.30000000,212.00000000,206.17000000,209.20000000,49245.48725000
2019-07-28 16:59:59.999000,209.20000000,210.96000000,207.38000000,208.69000000,54861.87978000
2019-07-29 00:59:59.999000,208.64000000,213.52000000,198.24000000,211.62000000,114693.79990000
2019-07-29 08:59:59.999000,211.58000000,215.83000000,208.86000000,212.53000000,67735.44675000
2019-07-29 16:59:59.999000,212.59000000,213.13000000,206.59000000,209.57000000,76756.75519000
2019-07-30 00:59:59.999000,209.65000000,213.48000000,206.91000000,210.89000000,82449.07806000
2019-07-30 08:59:59.999000,210.84000000,211.79000000,204.40000000,208.09000000,65158.10918000
2019-07-30 16:59:59.999000,208.08000000,214.36000000,207.42000000,212.16000000,95594.71158000
2019-07-31 00:59:59.999000,212.17000000,213.10000000,208.12000000,209.58000000,61930.97317000
2019-07-31 08:59:59.999000,209.57000000,213.76000000,209.20000000,211.84000000,67500.64853000
2019-07-31 16:59:59.999000,211.84000000,217.68000000,211.82000000,216.89000000,87923.29697000
2019-08-01 00:59:59.999000,216.89000000,218.79000000,214.56000000,218.42000000,51789.61108000
2019-08-01 08:59:59.999000,218.42000000,219.39000000,210.54000000,213.63000000,73791.87366000
2019-08-01 16:59:59.999000,213.62000000,214.64000000,212.10000000,213.67000000,48330.26996000
2019-08-02 00:59:59.999000,213.68000000,217.77000000,213.10000000,216.84000000,64684.04482000
2019-08-02 08:59:59.999000,216.80000000,222.18000000,215.08000000,221.09000000,72768.56215000
2019-08-02 16:59:59.999000,221.08000000,221.54000000,218.60000000,219.92000000,59335.18203000
2019-08-03 00:59:59.999000,219.90000000,221.00000000,214.31000000,217.61000000,74763.28621000
2019-08-03 08:59:59.999000,217.69000000,224.51000000,216.62000000,223.18000000,75544.27610000
2019-08-03 16:59:59.999000,223.11000000,223.49000000,218.50000000,220.10000000,65366.47849000
2019-08-04 00:59:59.999000,220.09000000,223.14000000,219.44000000,222.14000000,40681.19837000
2019-08-04 08:59:59.999000,222.14000000,223.34000000,216.90000000,218.19000000,55473.74225000
2019-08-04 16:59:59.999000,218.17000000,221.78000000,218.00000000,220.61000000,38567.31576000
2019-08-05 00:59:59.999000,220.60000000,222.89000000,219.18000000,221.79000000,41580.96779000
2019-08-05 08:59:59.999000,221.79000000,231.01000000,221.79000000,228.04000000,116583.36644000
2019-08-05 16:59:59.999000,228.10000000,236.25000000,227.88000000,231.86000000,128793.47260000
2019-08-06 00:59:59.999000,231.88000000,235.95000000,231.10000000,233.54000000,62579.43307000
2019-08-06 08:59:59.999000,233.53000000,235.49000000,226.70000000,233.36000000,111815.56162000
2019-08-06 16:59:59.999000,233.24000000,239.15000000,226.37000000,228.19000000,158903.39488000
2019-08-07 00:59:59.999000,228.16000000,230.83000000,223.03000000,226.28000000,70560.12509000
2019-08-07 08:59:59.999000,226.31000000,228.31000000,224.43000000,225.30000000,64154.31118000
2019-08-07 16:59:59.999000,225.30000000,231.25000000,223.40000000,224.54000000,123292.47933000
2019-08-08 00:59:59.999000,224.57000000,227.39000000,220.95000000,226.10000000,91657.91319000
2019-08-08 08:59:59.999000,226.11000000,226.84000000,223.69000000,225.76000000,50519.34729000
2019-08-08 16:59:59.999000,225.76000000,228.50000000,221.67000000,222.03000000,90428.95818000
2019-08-09 00:59:59.999000,221.99000000,222.04000000,215.51000000,221.39000000,95938.04876000
2019-08-09 08:59:59.999000,221.38000000,221.79000000,215.32000000,216.65000000,56973.06345000
2019-08-09 16:59:59.999000,216.68000000,218.75000000,207.95000000,209.59000000,114807.02994000
2019-08-10 00:59:59.999000,209.59000000,211.80000000,207.30000000,210.53000000,60282.03418000
2019-08-10 08:59:59.999000,210.52000000,215.00000000,210.52000000,211.59000000,70048.69707000
2019-08-10 16:59:59.999000,211.60000000,213.25000000,202.60000000,205.49000000,134613.79234000
2019-08-11 00:59:59.999000,205.49000000,207.80000000,203.01000000,206.48000000,47951.53448000
2019-08-11 08:59:59.999000,206.48000000,215.00000000,206.14000000,210.73000000,69191.88408000
2019-08-11 16:59:59.999000,210.74000000,211.62000000,206.55000000,210.38000000,58915.22063000
2019-08-12 00:59:59.999000,210.38000000,216.94000000,210.25000000,216.42000000,60366.98577000
2019-08-12 08:59:59.999000,216.41000000,216.81000000,211.57000000,212.99000000,46516.52725000
2019-08-12 16:59:59.999000,212.93000000,213.43000000,209.75000000,212.09000000,45476.01653000
2019-08-13 00:59:59.999000,212.05000000,213.54000000,210.93000000,211.41000000,30768.40241000
2019-08-13 08:59:59.999000,211.58000000,214.30000000,208.45000000,210.09000000,39780.28818000
2019-08-13 16:59:59.999000,210.10000000,211.70000000,204.00000000,205.83000000,85923.94001000
2019-08-14 00:59:59.999000,205.83000000,210.73000000,205.56000000,209.30000000,41218.25382000
2019-08-14 08:59:59.999000,209.31000000,209.90000000,206.78000000,208.39000000,41524.33164000
2019-08-14 16:59:59.999000,208.39000000,208.40000000,204.56000000,206.33000000,52201.63535000
2019-08-15 00:59:59.999000,206.35000000,207.15000000,183.49000000,187.10000000,231503.02232000
2019-08-15 02:59:59.999000,187.08000000,189.95000000,186.98000000,188.63000000,27285.50284000
2019-08-15 16:59:59.999000,188.55000000,188.55000000,181.23000000,186.47000000,96890.06207000
2019-08-16 00:59:59.999000,186.46000000,189.43000000,182.84000000,188.03000000,113777.52935000
2019-08-16 08:59:59.999000,187.98000000,188.39000000,180.00000000,182.01000000,97497.86871000
2019-08-16 16:59:59.999000,182.03000000,186.76000000,178.04000000,185.81000000,133728.23020000
2019-08-17 00:59:59.999000,185.81000000,187.68000000,184.30000000,184.88000000,50950.91693000
2019-08-17 08:59:59.999000,184.83000000,185.80000000,182.86000000,184.75000000,46469.55972000
2019-08-17 16:59:59.999000,184.76000000,186.57000000,183.42000000,184.20000000,45664.72082000
2019-08-18 00:59:59.999000,184.21000000,187.00000000,181.83000000,185.59000000,46665.33454000
2019-08-18 08:59:59.999000,185.67000000,186.88000000,183.35000000,184.77000000,25078.99278000
2019-08-18 16:59:59.999000,184.83000000,195.91000000,184.51000000,193.83000000,90494.52101000
2019-08-19 00:59:59.999000,193.92000000,197.91000000,193.92000000,194.33000000,59789.99241000
2019-08-19 08:59:59.999000,194.32000000,201.42000000,192.70000000,201.14000000,79166.64145000
2019-08-19 16:59:59.999000,201.14000000,202.69000000,198.43000000,201.28000000,82809.54530000
2019-08-20 00:59:59.999000,201.28000000,203.59000000,196.00000000,202.28000000,77565.41105000
2019-08-20 08:59:59.999000,202.24000000,202.75000000,198.08000000,200.17000000,52934.61657000
2019-08-20 16:59:59.999000,200.17000000,200.25000000,194.45000000,197.49000000,94959.32471000
2019-08-21 00:59:59.999000,197.55000000,198.81000000,194.80000000,196.60000000,41403.81366000
2019-08-21 08:59:59.999000,196.55000000,197.20000000,186.02000000,187.08000000,118514.99183000
2019-08-21 16:59:59.999000,187.08000000,189.60000000,179.53000000,183.26000000,105763.71835000
2019-08-22 00:59:59.999000,183.30000000,187.63000000,181.32000000,187.45000000,60694.93176000
2019-08-22 08:59:59.999000,187.45000000,190.28000000,182.80000000,185.39000000,68788.14088000
2019-08-22 16:59:59.999000,185.32000000,193.41000000,184.40000000,191.16000000,100183.29973000
2019-08-23 00:59:59.999000,191.14000000,195.14000000,189.59000000,190.35000000,76604.54711000
2019-08-23 08:59:59.999000,190.36000000,193.62000000,188.16000000,193.19000000,70525.59587000
2019-08-23 16:59:59.999000,193.19000000,196.19000000,188.41000000,194.57000000,85051.75352000
2019-08-24 00:59:59.999000,194.58000000,195.18000000,191.70000000,194.02000000,36971.16613000
2019-08-24 08:59:59.999000,194.02000000,194.09000000,190.20000000,191.55000000,36297.97015000
2019-08-24 16:59:59.999000,191.55000000,191.64000000,186.50000000,187.85000000,85979.43693000
2019-08-25 00:59:59.999000,187.80000000,191.58000000,185.63000000,190.60000000,45528.93586000
2019-08-25 08:59:59.999000,190.60000000,191.12000000,187.99000000,189.82000000,36733.02573000
2019-08-25 16:59:59.999000,189.70000000,192.40000000,186.59000000,187.91000000,68117.10950000
2019-08-26 00:59:59.999000,187.95000000,189.30000000,182.80000000,186.54000000,65012.77999000
2019-08-26 08:59:59.999000,186.54000000,193.70000000,186.54000000,190.18000000,126699.48914000
2019-08-26 16:59:59.999000,190.18000000,190.80000000,188.00000000,188.74000000,68502.25740000
2019-08-27 00:59:59.999000,188.73000000,189.59000000,186.00000000,188.67000000,59196.04818000
2019-08-27 08:59:59.999000,188.61000000,188.72000000,184.75000000,186.58000000,58505.70391000
2019-08-27 16:59:59.999000,186.58000000,189.49000000,184.93000000,188.30000000,61870.64852000
2019-08-28 00:59:59.999000,188.33000000,188.90000000,184.89000000,187.24000000,37522.21057000
2019-08-28 08:59:59.999000,187.30000000,187.46000000,184.32000000,186.52000000,51326.45450000
2019-08-28 16:59:59.999000,186.48000000,188.25000000,185.63000000,187.14000000,52193.97988000
2019-08-29 00:59:59.999000,187.14000000,187.19000000,166.48000000,173.03000000,230960.18323000
2019-08-29 08:59:59.999000,173.03000000,173.50000000,166.14000000,168.05000000,108065.07359000
2019-08-29 16:59:59.999000,168.05000000,170.34000000,163.61000000,168.15000000,114352.85975000
2019-08-30 00:59:59.999000,168.15000000,171.87000000,166.51000000,169.01000000,72823.28266000
2019-08-30 08:59:59.999000,169.03000000,170.32000000,165.75000000,167.54000000,68287.45038000
2019-08-30 16:59:59.999000,167.54000000,170.77000000,166.79000000,169.30000000,94612.16369000
2019-08-31 00:59:59.999000,169.30000000,170.00000000,165.55000000,168.50000000,75717.07461000
2019-08-31 08:59:59.999000,168.48000000,169.70000000,168.03000000,168.13000000,54198.64421000
2019-08-31 16:59:59.999000,168.13000000,169.18000000,167.44000000,168.19000000,58173.42460000
2019-09-01 00:59:59.999000,168.16000000,174.98000000,165.63000000,171.57000000,82627.12702000
2019-09-01 08:59:59.999000,171.52000000,173.42000000,171.36000000,172.08000000,42256.59674000
2019-09-01 16:59:59.999000,172.07000000,172.10000000,168.11000000,170.19000000,70408.07053000
2019-09-02 00:59:59.999000,170.20000000,172.46000000,167.61000000,170.74000000,78475.85641000
2019-09-02 08:59:59.999000,170.73000000,171.98000000,170.02000000,170.75000000,34337.56247000
2019-09-02 16:59:59.999000,170.73000000,174.00000000,170.15000000,172.49000000,107768.02212000
2019-09-03 00:59:59.999000,172.50000000,181.00000000,172.48000000,178.05000000,152521.72788000
2019-09-03 08:59:59.999000,178.00000000,180.50000000,176.65000000,177.63000000,76873.95398000
2019-09-03 16:59:59.999000,177.62000000,183.00000000,174.09000000,181.26000000,166778.69406000
2019-09-04 00:59:59.999000,181.25000000,181.87000000,176.89000000,178.75000000,84205.20643000
2019-09-04 08:59:59.999000,178.79000000,180.14000000,177.05000000,177.98000000,77931.16341000
2019-09-04 16:59:59.999000,177.99000000,178.64000000,174.84000000,175.42000000,93838.74670000
2019-09-05 00:59:59.999000,175.40000000,178.15000000,173.00000000,174.72000000,114456.34160000
2019-09-05 08:59:59.999000,174.70000000,175.57000000,173.41000000,174.45000000,73379.07324000
2019-09-05 16:59:59.999000,174.45000000,174.91000000,168.10000000,171.64000000,92652.13698000
2019-09-06 00:59:59.999000,171.65000000,176.19000000,170.76000000,173.75000000,66722.62574000
2019-09-06 08:59:59.999000,173.74000000,176.49000000,173.01000000,174.80000000,58505.61851000
2019-09-06 16:59:59.999000,174.79000000,177.87000000,174.63000000,176.18000000,80608.90178000
2019-09-07 00:59:59.999000,176.16000000,176.24000000,165.00000000,169.08000000,176707.85955000
2019-09-07 08:59:59.999000,169.11000000,170.93000000,168.30000000,170.13000000,55642.26629000
2019-09-07 16:59:59.999000,170.13000000,174.48000000,169.38000000,174.20000000,68199.13592000
2019-09-08 00:59:59.999000,174.20000000,180.80000000,173.38000000,177.62000000,129989.82948000
2019-09-08 08:59:59.999000,177.58000000,184.18000000,177.57000000,181.13000000,98635.98065000
2019-09-08 16:59:59.999000,181.12000000,182.50000000,176.13000000,181.35000000,116655.59756000
2019-09-09 00:59:59.999000,181.35000000,182.67000000,178.00000000,181.19000000,74791.89680000
2019-09-09 08:59:59.999000,181.18000000,181.65000000,176.01000000,177.23000000,87383.64864000
2019-09-09 16:59:59.999000,177.23000000,185.38000000,176.50000000,181.34000000,124014.08554000
2019-09-10 00:59:59.999000,181.42000000,182.65000000,178.32000000,180.54000000,62332.21450000
2019-09-10 08:59:59.999000,180.52000000,184.36000000,180.40000000,182.53000000,75136.66971000
2019-09-10 16:59:59.999000,182.54000000,182.59000000,178.32000000,179.53000000,85946.85575000
2019-09-11 00:59:59.999000,179.46000000,180.83000000,177.00000000,179.81000000,77303.98453000
2019-09-11 08:59:59.999000,179.87000000,182.80000000,175.39000000,179.06000000,111935.73962000
2019-09-11 16:59:59.999000,179.06000000,181.20000000,175.59000000,175.96000000,91023.27337000
2019-09-12 00:59:59.999000,176.01000000,179.34000000,173.00000000,178.28000000,75596.45409000
2019-09-12 08:59:59.999000,178.30000000,178.87000000,176.62000000,177.28000000,55722.49437000
2019-09-12 16:59:59.999000,177.28000000,181.00000000,177.20000000,179.76000000,80707.58244000
2019-09-13 00:59:59.999000,179.76000000,182.38000000,178.47000000,180.72000000,67113.05982000
2019-09-13 08:59:59.999000,180.71000000,181.38000000,178.43000000,178.70000000,56004.94301000
2019-09-13 16:59:59.999000,178.70000000,179.59000000,178.14000000,178.61000000,109576.51877000
2019-09-14 00:59:59.999000,178.60000000,181.37000000,177.54000000,180.95000000,98841.07881000
2019-09-14 08:59:59.999000,180.96000000,181.57000000,179.75000000,180.47000000,45457.45467000
2019-09-14 16:59:59.999000,180.48000000,185.50000000,179.92000000,185.01000000,123701.41785000
2019-09-15 00:59:59.999000,185.05000000,188.79000000,184.49000000,188.13000000,110212.96171000
2019-09-15 08:59:59.999000,188.14000000,190.45000000,185.76000000,187.50000000,114499.53014000
2019-09-15 16:59:59.999000,187.51000000,189.60000000,186.75000000,188.83000000,106545.19083000
2019-09-16 00:59:59.999000,188.87000000,189.98000000,188.05000000,189.03000000,67883.88730000
2019-09-16 08:59:59.999000,189.05000000,195.25000000,189.03000000,193.96000000,143041.07375000
2019-09-16 16:59:59.999000,193.96000000,194.52000000,188.30000000,189.83000000,203067.75864000
2019-09-17 00:59:59.999000,189.84000000,199.44000000,189.06000000,197.22000000,204897.98447000
2019-09-17 08:59:59.999000,197.23000000,198.90000000,195.74000000,198.33000000,152499.03223000
2019-09-17 16:59:59.999000,198.32000000,202.70000000,196.79000000,201.60000000,225175.85716000
2019-09-18 00:59:59.999000,201.61000000,215.13000000,201.24000000,207.84000000,338188.33681000
2019-09-18 08:59:59.999000,207.85000000,217.27000000,207.66000000,216.03000000,200798.47371000
2019-09-18 16:59:59.999000,216.04000000,216.15000000,209.81000000,213.96000000,220846.86333000
2019-09-19 00:59:59.999000,213.96000000,214.39000000,210.01000000,210.21000000,117383.17309000
2019-09-19 08:59:59.999000,210.27000000,210.28000000,202.30000000,206.05000000,267162.48721000
2019-09-19 16:59:59.999000,206.04000000,211.78000000,205.38000000,211.70000000,177513.19966000
2019-09-20 00:59:59.999000,211.70000000,223.94000000,210.56000000,220.24000000,399683.13468000
2019-09-20 08:59:59.999000,220.26000000,221.54000000,215.68000000,217.33000000,154590.17125000
2019-09-20 16:59:59.999000,217.34000000,220.00000000,214.44000000,217.04000000,153096.27772000
2019-09-21 00:59:59.999000,217.00000000,219.00000000,212.05000000,218.03000000,130117.67772000
2019-09-21 08:59:59.999000,218.01000000,221.50000000,216.20000000,216.97000000,140374.65473000
2019-09-21 16:59:59.999000,216.93000000,218.85000000,214.40000000,217.96000000,135001.24715000
2019-09-22 00:59:59.999000,217.97000000,218.85000000,213.20000000,215.05000000,142515.62232000
2019-09-22 08:59:59.999000,215.04000000,215.61000000,207.48000000,212.46000000,179371.34661000
2019-09-22 16:59:59.999000,212.55000000,213.24000000,209.18000000,210.49000000,116721.83054000
2019-09-23 00:59:59.999000,210.50000000,212.14000000,206.10000000,211.20000000,149295.77072000
2019-09-23 08:59:59.999000,211.20000000,211.68000000,207.08000000,208.76000000,85864.22105000
2019-09-23 16:59:59.999000,208.77000000,210.99000000,203.60000000,209.48000000,118470.88848000
2019-09-24 00:59:59.999000,209.56000000,210.75000000,198.65000000,201.29000000,188101.96131000
2019-09-24 08:59:59.999000,201.25000000,202.98000000,198.38000000,199.13000000,120379.29297000
2019-09-24 16:59:59.999000,199.13000000,199.72000000,187.11000000,192.66000000,358751.93054000
2019-09-25 00:59:59.999000,192.65000000,193.91000000,150.03000000,165.81000000,999087.60363000
2019-09-25 08:59:59.999000,165.72000000,174.85000000,163.30000000,164.16000000,325707.52298000
2019-09-25 16:59:59.999000,164.22000000,169.39000000,161.88000000,165.50000000,329925.58545000
2019-09-26 00:59:59.999000,165.50000000,172.97000000,164.56000000,169.96000000,223368.35370000
2019-09-26 08:59:59.999000,169.96000000,170.36000000,167.07000000,169.30000000,112316.13106000
2019-09-26 16:59:59.999000,169.30000000,171.01000000,157.75000000,159.91000000,300693.01514000
2019-09-27 00:59:59.999000,159.91000000,167.71000000,152.11000000,165.92000000,366933.02528000
2019-09-27 08:59:59.999000,165.92000000,167.80000000,163.61000000,167.00000000,139968.28973000
2019-09-27 16:59:59.999000,166.98000000,167.62000000,161.03000000,164.04000000,210689.18375000
2019-09-28 00:59:59.999000,164.04000000,176.72000000,163.34000000,173.79000000,284275.49359000
2019-09-28 08:59:59.999000,173.83000000,175.49000000,172.92000000,174.41000000,101728.89829000
2019-09-28 16:59:59.999000,174.47000000,175.31000000,168.00000000,170.00000000,199326.38408000
2019-09-29 00:59:59.999000,169.98000000,175.22000000,168.93000000,173.49000000,220720.18356000
2019-09-29 08:59:59.999000,173.50000000,174.50000000,168.64000000,169.97000000,96402.48834000
2019-09-29 16:59:59.999000,169.98000000,171.33000000,164.12000000,167.32000000,180456.67965000
2019-09-30 00:59:59.999000,167.26000000,171.97000000,165.49000000,169.24000000,133995.95377000
2019-09-30 08:59:59.999000,169.26000000,170.08000000,165.01000000,166.80000000,147606.14422000
2019-09-30 16:59:59.999000,166.75000000,179.01000000,166.28000000,178.90000000,294508.95546000
2019-10-01 00:59:59.999000,178.86000000,181.24000000,175.20000000,180.85000000,138180.30002000
2019-10-01 08:59:59.999000,180.89000000,185.53000000,177.75000000,180.79000000,227782.46006000
2019-10-01 16:59:59.999000,180.79000000,182.32000000,176.41000000,178.88000000,202386.02277000
2019-10-02 00:59:59.999000,178.94000000,179.85000000,173.19000000,175.66000000,179651.12545000
2019-10-02 08:59:59.999000,175.65000000,177.51000000,173.65000000,175.14000000,98192.56710000
2019-10-02 16:59:59.999000,175.08000000,178.54000000,174.73000000,175.61000000,110959.60873000
2019-10-03 00:59:59.999000,175.64000000,181.29000000,175.07000000,180.24000000,139115.94037000
2019-10-03 08:59:59.999000,180.24000000,180.72000000,176.18000000,177.23000000,86008.70503000
2019-10-03 16:59:59.999000,177.19000000,177.95000000,169.55000000,171.80000000,153011.78929000
2019-10-04 00:59:59.999000,171.80000000,176.42000000,169.71000000,174.69000000,115736.29046000
2019-10-04 08:59:59.999000,174.71000000,174.90000000,170.74000000,174.32000000,89667.62703000
2019-10-04 16:59:59.999000,174.32000000,176.00000000,172.19000000,175.18000000,106003.22717000
2019-10-05 00:59:59.999000,175.18000000,178.98000000,174.56000000,175.55000000,138226.78456000
2019-10-05 08:59:59.999000,175.55000000,176.71000000,174.08000000,175.43000000,65531.02359000
2019-10-05 16:59:59.999000,175.43000000,176.20000000,172.02000000,175.95000000,118248.94861000
2019-10-06 00:59:59.999000,175.88000000,176.70000000,173.61000000,176.25000000,94708.64551000
2019-10-06 08:59:59.999000,176.23000000,177.04000000,173.39000000,173.65000000,79887.58400000
2019-10-06 16:59:59.999000,173.59000000,174.90000000,170.25000000,173.61000000,112701.85109000
2019-10-07 00:59:59.999000,173.59000000,173.88000000,167.68000000,170.10000000,122342.96120000
2019-10-07 08:59:59.999000,170.08000000,172.69000000,168.68000000,171.47000000,101261.30794000
2019-10-07 16:59:59.999000,171.52000000,178.50000000,171.52000000,177.43000000,204981.27907000
2019-10-08 00:59:59.999000,177.43000000,182.32000000,176.40000000,179.85000000,190280.89337000
2019-10-08 08:59:59.999000,179.88000000,184.87000000,179.54000000,180.98000000,157603.35819000
2019-10-08 16:59:59.999000,180.98000000,181.60000000,177.88000000,179.10000000,143487.15669000
2019-10-09 00:59:59.999000,179.13000000,181.20000000,177.00000000,180.60000000,99741.86340000
2019-10-09 08:59:59.999000,180.61000000,182.23000000,178.96000000,181.25000000,108158.03599000
2019-10-09 16:59:59.999000,181.23000000,193.29000000,180.66000000,190.67000000,273607.90429000
2019-10-10 00:59:59.999000,190.64000000,195.53000000,189.95000000,192.62000000,180740.88161000
2019-10-10 08:59:59.999000,192.61000000,194.20000000,191.26000000,192.36000000,114708.84827000
2019-10-10 16:59:59.999000,192.37000000,192.63000000,186.88000000,191.86000000,230897.94435000
2019-10-11 00:59:59.999000,191.86000000,193.25000000,189.46000000,191.14000000,90981.79190000
2019-10-11 08:59:59.999000,191.18000000,196.65000000,184.52000000,186.26000000,313950.16283000
2019-10-11 16:59:59.999000,186.26000000,186.50000000,182.85000000,184.45000000,153868.34983000
2019-10-12 00:59:59.999000,184.46000000,184.77000000,179.41000000,180.72000000,153875.11859000
2019-10-12 08:59:59.999000,180.65000000,184.58000000,180.55000000,183.55000000,103691.55808000
2019-10-12 16:59:59.999000,183.55000000,184.64000000,181.71000000,183.07000000,79061.84195000
2019-10-13 00:59:59.999000,183.10000000,183.86000000,177.59000000,179.68000000,107661.82035000
2019-10-13 08:59:59.999000,179.65000000,183.33000000,178.52000000,181.35000000,70092.89475000
2019-10-13 16:59:59.999000,181.36000000,184.95000000,181.06000000,183.59000000,82289.77458000
2019-10-14 00:59:59.999000,183.58000000,184.46000000,178.61000000,180.99000000,95206.56298000
2019-10-14 08:59:59.999000,180.98000000,184.15000000,180.43000000,182.68000000,64323.07709000
2019-10-14 16:59:59.999000,182.68000000,183.90000000,181.50000000,181.75000000,76175.61765000
2019-10-15 00:59:59.999000,181.80000000,187.54000000,180.59000000,186.72000000,139234.15138000
2019-10-15 08:59:59.999000,186.70000000,188.37000000,183.08000000,183.55000000,105444.99921000
2019-10-15 16:59:59.999000,183.54000000,184.55000000,180.78000000,183.59000000,140389.70507000
2019-10-16 00:59:59.999000,183.60000000,183.68000000,175.96000000,180.49000000,159631.67681000
2019-10-16 08:59:59.999000,180.52000000,181.44000000,178.15000000,178.68000000,63632.48549000
2019-10-16 16:59:59.999000,178.69000000,179.46000000,172.48000000,173.45000000,188597.67031000
2019-10-17 00:59:59.999000,173.40000000,175.71000000,171.81000000,174.47000000,95534.77879000
2019-10-17 08:59:59.999000,174.52000000,174.63000000,172.61000000,174.33000000,70969.21317000
2019-10-17 16:59:59.999000,174.31000000,177.91000000,174.28000000,177.16000000,149929.98602000
2019-10-18 00:59:59.999000,177.17000000,178.96000000,175.12000000,177.16000000,77896.62061000
2019-10-18 08:59:59.999000,177.17000000,177.44000000,172.64000000,172.93000000,109928.42155000
2019-10-18 16:59:59.999000,172.96000000,172.97000000,168.66000000,172.25000000,135069.24738000
